date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:57:34	24989/24989	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:23%20GMT	http://blog.lan/tag:cycling	/home/rob/websites/blog/tag_cycling.html	(from http://blog.lan/)
21:57:35	18572/18572	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:23%20GMT	http://blog.lan/satnav-and-lights-for-the-bicycle	/home/rob/websites/blog/satnav-and-lights-for-the-bicycle.html	(from http://blog.lan/)
21:57:35	16931/16931	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:24%20GMT	http://blog.lan/tag:datascience	/home/rob/websites/blog/tag_datascience.html	(from http://blog.lan/)
21:57:35	26710/26710	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:24%20GMT	http://blog.lan/motorcycle-tour-wales	/home/rob/websites/blog/motorcycle-tour-wales.html	(from http://blog.lan/)
21:57:35	16931/16931	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:24%20GMT	http://blog.lan/tag:bigdata	/home/rob/websites/blog/tag_bigdata.html	(from http://blog.lan/)
21:57:35	18370/18370	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:24%20GMT	http://blog.lan/cukeup-conference-london	/home/rob/websites/blog/cukeup-conference-london.html	(from http://blog.lan/)
21:57:35	17574/17574	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:24%20GMT	http://blog.lan/security-on-the-road	/home/rob/websites/blog/security-on-the-road.html	(from http://blog.lan/)
21:57:35	17173/17173	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:24%20GMT	http://blog.lan/back-on-the-snow	/home/rob/websites/blog/back-on-the-snow.html	(from http://blog.lan/)
21:57:35	17285/17285	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:24%20GMT	http://blog.lan/techcrunch-disrupt-london	/home/rob/websites/blog/techcrunch-disrupt-london.html	(from http://blog.lan/)
21:57:36	17071/17071	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:25%20GMT	http://blog.lan/tomato-router	/home/rob/websites/blog/tomato-router.html	(from http://blog.lan/)
21:57:36	20531/20531	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:25%20GMT	http://blog.lan/3d-printed-camera-mount	/home/rob/websites/blog/3d-printed-camera-mount.html	(from http://blog.lan/)
21:57:36	21552/21552	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:25%20GMT	http://blog.lan/skiing-in-saalbach	/home/rob/websites/blog/skiing-in-saalbach.html	(from http://blog.lan/)
21:57:36	18594/18594	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:25%20GMT	http://blog.lan/3d-printed-coffee-stand	/home/rob/websites/blog/3d-printed-coffee-stand.html	(from http://blog.lan/)
21:57:36	18807/18807	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:25%20GMT	http://blog.lan/tag:photography	/home/rob/websites/blog/tag_photography.html	(from http://blog.lan/)
21:57:36	16566/16566	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:25%20GMT	http://blog.lan/50-shades-of-chrome	/home/rob/websites/blog/50-shades-of-chrome.html	(from http://blog.lan/)
21:57:36	17510/17510	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:25%20GMT	http://blog.lan/3d-printed-window-latch-spacers	/home/rob/websites/blog/3d-printed-window-latch-spacers.html	(from http://blog.lan/)
21:57:36	25301/25301	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:25%20GMT	http://blog.lan/motorcycle-tour-scotland	/home/rob/websites/blog/motorcycle-tour-scotland.html	(from http://blog.lan/)
21:57:37	16164/16164	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:26%20GMT	http://blog.lan/che-bella-dolomiti	/home/rob/websites/blog/che-bella-dolomiti.html	(from http://blog.lan/)
21:57:37	19755/19755	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:26%20GMT	http://blog.lan/rome-by-bike	/home/rob/websites/blog/rome-by-bike.html	(from http://blog.lan/)
21:57:37	17185/17185	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:26%20GMT	http://blog.lan/back-to-val-gardena	/home/rob/websites/blog/back-to-val-gardena.html	(from http://blog.lan/)
21:57:37	18604/18604	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:26%20GMT	http://blog.lan/digiscoping	/home/rob/websites/blog/digiscoping.html	(from http://blog.lan/)
21:57:37	16991/16991	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:26%20GMT	http://blog.lan/tag:KDB	/home/rob/websites/blog/tag_KDB.html	(from http://blog.lan/)
21:57:37	16526/16526	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:26%20GMT	http://blog.lan/stripping-down-the-old-servers	/home/rob/websites/blog/stripping-down-the-old-servers.html	(from http://blog.lan/)
21:57:37	17153/17153	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:26%20GMT	http://blog.lan/kx-at-the-k-club	/home/rob/websites/blog/kx-at-the-k-club.html	(from http://blog.lan/)
21:57:37	18494/18494	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:26%20GMT	http://blog.lan/testing-the-triumph-sprint-gt-1050	/home/rob/websites/blog/testing-the-triumph-sprint-gt-1050.html	(from http://blog.lan/)
21:57:38	16193/16193	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:27%20GMT	http://blog.lan/biking-in-the-snow	/home/rob/websites/blog/biking-in-the-snow.html	(from http://blog.lan/)
21:57:38	16103/16103	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:27%20GMT	http://blog.lan/converting-the-mountain-bike-to-slicks	/home/rob/websites/blog/converting-the-mountain-bike-to-slicks.html	(from http://blog.lan/)
21:57:38	17801/17801	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:27%20GMT	http://blog.lan/skiing-in-yllas-finland	/home/rob/websites/blog/skiing-in-yllas-finland.html	(from http://blog.lan/)
21:57:38	17075/17075	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:27%20GMT	http://blog.lan/tag:parachuting	/home/rob/websites/blog/tag_parachuting.html	(from http://blog.lan/)
21:57:38	17269/17269	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:27%20GMT	http://blog.lan/failing-to-parachute-in-a-good-way	/home/rob/websites/blog/failing-to-parachute-in-a-good-way.html	(from http://blog.lan/)
21:57:38	17606/17606	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2029%20Jul%202019%2020:57:27%20GMT	http://blog.lan/bye-bye-cbr-hello-848	/home/rob/websites/blog/bye-bye-cbr-hello-848.html	(from http://blog.lan/)
21:57:39	972/972	U-----	200	untouched ('OK')	text/css	etag:%223cc-58a33e78722d4%22	http://blog.lan/user/themes/myblog/css/bricklayer.css	/home/rob/websites/blog/user/themes/myblog/css/bricklayer.css	(from http://blog.lan/)
21:57:39	486/486	U-----	200	untouched ('OK')	text/css	etag:%221e6-58a33e8417361%22	http://blog.lan/user/plugins/markdown-notices/assets/notices.css	/home/rob/websites/blog/user/plugins/markdown-notices/assets/notices.css	(from http://blog.lan/)
21:57:39	18959/18959	U-----	200	untouched ('OK')	text/css	etag:%224a0f-58c8d96bf9527%22	http://blog.lan/user/plugins/form/assets/form-styles.css	/home/rob/websites/blog/user/plugins/form/assets/form-styles.css	(from http://blog.lan/)
21:57:39	1512/1512	U-----	200	untouched ('OK')	text/css	etag:%225e8-58a33e8196cec%22	http://blog.lan/user/plugins/login/css/login.css	/home/rob/websites/blog/user/plugins/login/css/login.css	(from http://blog.lan/)
21:57:39	52892/52892	U-----	200	untouched ('OK')	text/css	etag:%22ce9c-58a33e78678ac%22	http://blog.lan/user/themes/myblog/css-compiled/spectre.min.css	/home/rob/websites/blog/user/themes/myblog/css-compiled/spectre.min.css	(from http://blog.lan/)
21:57:40	13608/13608	U-----	200	untouched ('OK')	text/css	etag:%223528-58a33e786f551%22	http://blog.lan/user/themes/myblog/css-compiled/theme.min.css	/home/rob/websites/blog/user/themes/myblog/css-compiled/theme.min.css	(from http://blog.lan/)
21:57:40	3366/3366	U-----	200	untouched ('OK')	text/css	etag:%22d26-58cb6b88f5116%22	http://blog.lan/user/themes/myblog/css/custom.css	/home/rob/websites/blog/user/themes/myblog/css/custom.css	(from http://blog.lan/)
21:57:40	30861/30861	U-----	200	untouched ('OK')	text/css	etag:%22788d-58a33e787632c%22	http://blog.lan/user/themes/myblog/css/line-awesome.min.css	/home/rob/websites/blog/user/themes/myblog/css/line-awesome.min.css	(from http://blog.lan/)
21:57:44	213245/213245	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22340fd-58a33e78885a1%22	http://blog.lan/user/themes/myblog/fonts/line-awesome.eot?	/home/rob/websites/blog/user/themes/myblog/fonts/line-awesomed41d.eot	(from http://blog.lan/user/themes/myblog/css/line-awesome.min.css)
21:57:46	76372/76372	---M--	200	added ('OK')	font/woff2	etag:%2212a54-58a33e78dfde4%22	http://blog.lan/user/themes/myblog/fonts/line-awesome.woff2?v=4.7.0	/home/rob/websites/blog/user/themes/myblog/fonts/line-awesome3e6e.woff2	(from http://blog.lan/user/themes/myblog/css/line-awesome.min.css)
21:57:46	117372/117372	---M--	200	added ('OK')	font/woff	etag:%221ca7c-58a33e78da7e7%22	http://blog.lan/user/themes/myblog/fonts/line-awesome.woff?v=4.7.0	/home/rob/websites/blog/user/themes/myblog/fonts/line-awesome3e6e.woff	(from http://blog.lan/user/themes/myblog/css/line-awesome.min.css)
21:57:49	263504/263504	---M--	200	added ('OK')	font/ttf	etag:%2240550-58a33e78bd96a%22	http://blog.lan/user/themes/myblog/fonts/line-awesome.ttf?v=4.7.0	/home/rob/websites/blog/user/themes/myblog/fonts/line-awesome3e6e.ttf	(from http://blog.lan/user/themes/myblog/css/line-awesome.min.css)
21:57:50	2698/2698	U-----	200	untouched ('')	application/javascript	etag:%22a8a-58a33e78ed6a9%22	http://blog.lan/user/themes/myblog/js/jquery.treemenu.js	/home/rob/websites/blog/user/themes/myblog/js/jquery.treemenu.js	(from http://blog.lan/)
21:57:50	1481/1481	U-----	200	untouched ('')	application/javascript	etag:%225c9-58a33e78f1717%22	http://blog.lan/user/themes/myblog/js/site.js	/home/rob/websites/blog/user/themes/myblog/js/site.js	(from http://blog.lan/)
21:58:15	213245/213245	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%22340fd-58a33e78885a1%22	http://blog.lan/user/themes/myblog/fonts/line-awesome.eot?v=4.7.0	/home/rob/websites/blog/user/themes/myblog/fonts/line-awesome3e6e.eot	(from http://blog.lan/user/themes/myblog/css/line-awesome.min.css)
21:58:16	314/314	------	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2029%20Jul%202019%2020:48:57%20GMT	http://blog.lan/user/themes/myblog/fonts/line-awesome.eot?	/home/rob/websites/blog/user/themes/myblog/fonts/line-awesomed41d.eot	(from http://blog.lan/user/themes/myblog/css/line-awesome.min.css)
21:58:16	454401/454401	U-----	200	untouched ('OK')	image/svg+xml	etag:%226ef01-58a33e78ad76f%22	http://blog.lan/user/themes/myblog/fonts/line-awesome.svg?v=4.7.0	/home/rob/websites/blog/user/themes/myblog/fonts/line-awesome3e6e.svg	(from http://blog.lan/user/themes/myblog/css/line-awesome.min.css)
21:58:16	314/314	------	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2029%20Jul%202019%2020:48:57%20GMT	http://blog.lan/user/themes/myblog/fonts/line-awesome.woff2?v=4.7.0	/home/rob/websites/blog/user/themes/myblog/fonts/line-awesome3e6e.woff2	(from http://blog.lan/user/themes/myblog/css/line-awesome.min.css)
21:58:16	314/314	------	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2029%20Jul%202019%2020:48:57%20GMT	http://blog.lan/user/themes/myblog/fonts/line-awesome.ttf?v=4.7.0	/home/rob/websites/blog/user/themes/myblog/fonts/line-awesome3e6e.ttf	(from http://blog.lan/user/themes/myblog/css/line-awesome.min.css)
